player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name
196421,Marvin,Stefaniak,Marvin Stefaniak,2018,82,marvin-stefaniak,Germany,Hoyerswerda,Germany,1995-02-03,Left Winger,Attack,both,178,300000,1500000,2025-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/196421-1664447155.jpg?lm=1,https://www.transfermarkt.co.uk/marvin-stefaniak/profil/spieler/196421,L1,VfL Wolfsburg
196978,Ivan,Lakicevic,Ivan Lakicevic,2018,252,ivan-lakicevic,Yugoslavia (Republic),Belgrad,Serbia,1993-07-27,Right-Back,Defender,right,180,350000,600000,,null,https://img.a.transfermarkt.technology/portrait/header/196978-1598866019.jpg?lm=1,https://www.transfermarkt.co.uk/ivan-lakicevic/profil/spieler/196978,IT1,null
197131,Marco,Sangalli,Marco Sangalli,2013,681,marco-sangalli,Spain,Donostia-San Sebastián,Spain,1992-02-07,Right Winger,Attack,right,179,600000,700000,2024-06-30 00:00:00,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/197131-1623920261.jpg?lm=1,https://www.transfermarkt.co.uk/marco-sangalli/profil/spieler/197131,ES1,Real Sociedad
197149,,Nivaldo,Nivaldo,2012,2990,nivaldo,Cape Verde,São Nicolau,Cape Verde,1988-07-10,Left-Back,Defender,left,179,100000,1000000,,null,https://img.a.transfermarkt.technology/portrait/header/s_197149_2990_2013_01_23_1.jpg?lm=1,https://www.transfermarkt.co.uk/nivaldo/profil/spieler/197149,PO1,null
197480,Doudou,Mangni,Doudou Mangni,2013,800,doudou-mangni,Italy,Roma,Italy,1993-03-29,Centre-Forward,Attack,left,180,175000,400000,2024-06-30 00:00:00,Piccioli&Lombardi,https://img.a.transfermarkt.technology/portrait/header/197480-1665736294.jpg?lm=1,https://www.transfermarkt.co.uk/doudou-mangni/profil/spieler/197480,IT1,Atalanta BC
197744,Nicolò,Fazzi,Nicolò Fazzi,2018,800,nicolo-fazzi,Italy,Barga,Italy,1995-03-02,Right Midfield,Midfield,right,183,200000,400000,,null,https://img.a.transfermarkt.technology/portrait/header/197744-1665610822.png?lm=1,https://www.transfermarkt.co.uk/nicolo-fazzi/profil/spieler/197744,IT1,Atalanta BC
197751,Alberto,Cerri,Alberto Cerri,2021,1390,alberto-cerri,Italy,Parma,Italy,1996-04-16,Centre-Forward,Attack,right,194,2000000,7500000,2023-06-30 00:00:00,TMP SOCCER srl ,https://img.a.transfermarkt.technology/portrait/header/197751-1531502665.jpg?lm=1,https://www.transfermarkt.co.uk/alberto-cerri/profil/spieler/197751,IT1,null
197825,Alex,Gorrin,Alex Gorrin,2018,987,alex-gorrin,Spain,Tenerife,Spain,1993-08-01,Central Midfield,Midfield,right,185,200000,400000,,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/197825-1510677825.jpg?lm=1,https://www.transfermarkt.co.uk/alex-gorrin/profil/spieler/197825,SC1,Motherwell FC
198021,João,Nunes,João Nunes,2022,3268,joao-nunes,Portugal,Setúbal,Portugal,1995-11-19,Centre-Back,Defender,right,188,700000,800000,2025-06-30 00:00:00,Team of Future,https://img.a.transfermarkt.technology/portrait/header/198021-1663602114.png?lm=1,https://www.transfermarkt.co.uk/joao-nunes/profil/spieler/198021,PO1,Casa Pia AC
198529,Wilfried,Zahibo,Wilfried Zahibo,2015,1049,wilfried-zahibo,France,Marseille,Central African Republic,1993-08-21,Central Midfield,Midfield,right,191,200000,675000,,Stars & Friends,https://img.a.transfermarkt.technology/portrait/header/198529-1583673619.jpg?lm=1,https://www.transfermarkt.co.uk/wilfried-zahibo/profil/spieler/198529,ES1,Valencia CF
199377,Aitor,Seguín,Aitor Seguín,2012,621,aitor-seguin,Spain,Eibar,Spain,1995-02-27,Left Winger,Attack,left,180,300000,600000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/199377-1664570201.jpg?lm=1,https://www.transfermarkt.co.uk/aitor-seguin/profil/spieler/199377,ES1,Athletic Bilbao
199522,Donervon,Daniels,Donervon Daniels,2014,370,donervon-daniels,Montserrat,Plymouth,Montserrat,1993-11-24,Centre-Back,Defender,right,186,250000,350000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/199522-1633438154.jpg?lm=1,https://www.transfermarkt.co.uk/donervon-daniels/profil/spieler/199522,SC1,Aberdeen FC
199584,Gianluca,Austoni,Gianluca Austoni,2012,1038,gianluca-austoni,Italy,Calcinate,Italy,1994-02-04,Centre-Forward,Attack,left,,,75000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/gianluca-austoni/profil/spieler/199584,IT1,UC Sampdoria
199659,Miguel,Palha,Miguel Palha,2014,2420,miguel-palha,Portugal,Vila Verde,Portugal,1995-02-26,Goalkeeper,Goalkeeper,right,184,,150000,,null,https://img.a.transfermarkt.technology/portrait/header/199659-1571599901.jpg?lm=1,https://www.transfermarkt.co.uk/miguel-palha/profil/spieler/199659,PO1,Vitória Guimarães SC
199730,Claudio,Andreoli,Claudio Andreoli,2012,398,claudio-andreoli,Italy,Roma,Italy,1994-04-01,,Missing,,,,50000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/claudio-andreoli/profil/spieler/199730,IT1,SS Lazio
199749,Riccardo,Serpieri,Riccardo Serpieri,2013,398,riccardo-serpieri,Italy,Roma,Italy,1994-02-15,Centre-Back,Defender,right,183,,300000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/riccardo-serpieri/profil/spieler/199749,IT1,SS Lazio
199902,Andrea,Bandini,Andrea Bandini,2018,46,andrea-bandini,Italy,Milano,Italy,1994-02-16,Right-Back,Defender,right,178,,300000,,null,https://img.a.transfermarkt.technology/portrait/header/199902-1553763763.jpg?lm=1,https://www.transfermarkt.co.uk/andrea-bandini/profil/spieler/199902,IT1,Inter Milan
201656,Lewis,Kinsella,Lewis Kinsella,2014,405,lewis-kinsella,England,Watford,England,1994-09-02,Left-Back,Defender,left,175,,100000,2024-06-30 00:00:00,Skillequal Ltd.,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/lewis-kinsella/profil/spieler/201656,GB1,Aston Villa
201734,Mamadou,Kanoute,Mamadou Kanoute,2017,4171,mamadou-kanoute,Senegal,Dakar,Senegal,1993-10-07,Right Winger,Attack,right,174,350000,375000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/201734-1517218718.jpg?lm=1,https://www.transfermarkt.co.uk/mamadou-kanoute/profil/spieler/201734,IT1,null
202979,Gennaro,Tutino,Gennaro Tutino,2019,276,gennaro-tutino,Italy,Napoli,Italy,1996-08-20,Centre-Forward,Attack,right,177,3000000,5000000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/202979-1561983427.jpg?lm=1,https://www.transfermarkt.co.uk/gennaro-tutino/profil/spieler/202979,IT1,Hellas Verona
202981,José,Artiles,José Artiles,2016,472,jose-artiles,Spain,Las Palmas de Gran Canaria,Spain,1993-06-10,Attacking Midfield,Midfield,right,169,200000,200000,2023-06-30 00:00:00,Emartsoccer,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/jose-artiles/profil/spieler/202981,ES1,null
203199,Johnny,Hunt,Johnny Hunt,2019,2999,johnny-hunt,England,Liverpool,England,1990-08-23,Left-Back,Defender,left,180,,100000,,Ignite Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/johnny-hunt/profil/spieler/203199,SC1,null
203345,Romuald,Lacazette,Romuald Lacazette,2014,583,romuald-lacazette,France,Paris,France,1994-01-03,Central Midfield,Midfield,right,175,,700000,,null,https://img.a.transfermarkt.technology/portrait/header/203345-1598371078.jpg?lm=1,https://www.transfermarkt.co.uk/romuald-lacazette/profil/spieler/203345,FR1,Paris Saint-Germain
203518,Christian,Ngando,Christian Ngando,2012,1041,christian-ngando,Cameroon,Douala,Cameroon,1993-12-29,Right Winger,Attack,right,173,,,,null,https://img.a.transfermarkt.technology/portrait/header/s_203518_12764_2010_1.jpg?lm=1,https://www.transfermarkt.co.uk/christian-ngando/profil/spieler/203518,FR1,Olympique Lyon
203654,,Tozé,Tozé,2018,2420,toze,Portugal,Forjães,Portugal,1993-01-14,Attacking Midfield,Midfield,right,174,4500000,4800000,2023-06-30 00:00:00,D20 Sports,https://img.a.transfermarkt.technology/portrait/header/203654-1547405320.png?lm=1,https://www.transfermarkt.co.uk/toze/profil/spieler/203654,PO1,Vitória Guimarães SC
203842,Viktor,Kovalenko,Viktor Kovalenko,2022,3522,viktor-kovalenko,Ukraine,Kherson,Ukraine,1996-02-14,Attacking Midfield,Midfield,right,182,2000000,6000000,2023-06-30 00:00:00,ProStar,https://img.a.transfermarkt.technology/portrait/header/203842-1637571103.jpg?lm=1,https://www.transfermarkt.co.uk/viktor-kovalenko/profil/spieler/203842,IT1,Spezia Calcio
204069,Milan,Skriniar,Milan Skriniar,2022,46,milan-skriniar,Slovakia,Žiar nad Hronom,Slovakia,1995-02-11,Centre-Back,Defender,right,188,60000000,65000000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/204069-1598256813.jpg?lm=1,https://www.transfermarkt.co.uk/milan-skriniar/profil/spieler/204069,IT1,Inter Milan
204144,Alexander,Nybo,Alexander Nybo,2022,5724,alexander-nybo,Denmark,Randers,Denmark,1995-04-12,Goalkeeper,Goalkeeper,right,188,200000,250000,2024-12-31 00:00:00,MVP Denmark,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/alexander-nybo/profil/spieler/204144,DK1,Randers FC
204195,Mayoro,N'Doye,Mayoro N'Doye,2014,347,mayoro-ndoye,Senegal,Mbao,Senegal,1991-12-18,Defensive Midfield,Midfield,right,178,250000,500000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/204195-1609761860.jpg?lm=1,https://www.transfermarkt.co.uk/mayoro-ndoye/profil/spieler/204195,FR1,null
205533,Damien,Dussaut,Damien Dussaut,2017,475,damien-dussaut,France,Créteil,Martinique,1994-11-08,Right-Back,Defender,right,182,150000,600000,2023-06-30 00:00:00,Agents Team S.R.L,https://img.a.transfermarkt.technology/portrait/header/205533-1631268558.png?lm=1,https://www.transfermarkt.co.uk/damien-dussaut/profil/spieler/205533,BE1,Sint-Truidense VV
205560,Brian,Landini,Brian Landini,2015,855,brian-landini,France,Meudon,France,1995-01-01,Centre-Back,Defender,right,180,,50000,,null,https://img.a.transfermarkt.technology/portrait/header/s_205560_15439_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/brian-landini/profil/spieler/205560,FR1,null
205976,Emre,Selen,Emre Selen,2018,19789,emre-selen,Turkey,Adana,Turkey,1994-08-15,Goalkeeper,Goalkeeper,right,183,25000,250000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/205976-1604401502.jpg?lm=1,https://www.transfermarkt.co.uk/emre-selen/profil/spieler/205976,TR1,null
206040,Raúl,Jiménez,Raúl Jiménez,2022,543,raul-jimenez,Mexico,Tepeji del Río de Ocampo,Mexico,1991-05-05,Centre-Forward,Attack,right,188,9000000,50000000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/206040-1668454631.jpg?lm=1,https://www.transfermarkt.co.uk/raul-jimenez/profil/spieler/206040,GB1,Wolverhampton Wanderers
206699,Matteo,Cincilla,Matteo Cincilla,2012,46,matteo-cincilla,Italy,Milano,Italy,1994-10-24,Goalkeeper,Goalkeeper,right,188,,200000,,null,https://img.a.transfermarkt.technology/portrait/header/s_206699_24898_2014_01_06_1.jpg?lm=1,https://www.transfermarkt.co.uk/matteo-cincilla/profil/spieler/206699,IT1,Inter Milan
207917,Alberto,Moreno,Alberto Moreno,2022,1050,alberto-moreno,Spain,Sevilla,Spain,1992-07-05,Left-Back,Defender,left,171,4000000,15000000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/207917-1459255994.jpg?lm=1,https://www.transfermarkt.co.uk/alberto-moreno/profil/spieler/207917,ES1,Villarreal CF
208542,Stef,Peeters,Stef Peeters,2022,1245,stef-peeters,Belgium,Bree,Belgium,1992-02-09,Central Midfield,Midfield,left,188,1000000,2500000,2023-06-30 00:00:00,Claes Agency,https://img.a.transfermarkt.technology/portrait/header/208542-1626770863.jpg?lm=1,https://www.transfermarkt.co.uk/stef-peeters/profil/spieler/208542,BE1,KAS Eupen
208584,Nevzat,Bilen,Nevzat Bilen,2013,126,nevzat-bilen,Turkey,Rize,Turkey,1993-07-19,Left Winger,Attack,left,182,,200000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/208584-1667075817.png?lm=1,https://www.transfermarkt.co.uk/nevzat-bilen/profil/spieler/208584,TR1,null
208690,George,Puscas,George Puscas,2017,4171,george-puscas,Romania,Marghita,Romania,1996-04-08,Centre-Forward,Attack,right,188,3000000,6000000,2025-06-30 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/208690-1661518629.jpg?lm=1,https://www.transfermarkt.co.uk/george-puscas/profil/spieler/208690,IT1,null
208692,Stefano,Bertasi,Stefano Bertasi,2013,276,stefano-bertasi,null,null,Italy,1993-11-17,Centre-Back,Defender,,,,50000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/stefano-bertasi/profil/spieler/208692,IT1,Hellas Verona
209686,Ahmet,Arslan,Ahmet Arslan,2015,41,ahmet-arslan,Germany,Memmingen,Germany,1994-03-30,Attacking Midfield,Midfield,right,179,500000,500000,2023-06-30 00:00:00,think forward,https://img.a.transfermarkt.technology/portrait/header/209686-1657793133.jpg?lm=1,https://www.transfermarkt.co.uk/ahmet-arslan/profil/spieler/209686,L1,null
209864,Pape,Dia,Pape Dia,2013,410,pape-dia,Senegal,Dakar,Senegal,1993-04-20,Left Winger,Attack,left,183,,75000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/pape-dia/profil/spieler/209864,IT1,Udinese Calcio
210057,,Pedró,Pedró,2013,2424,pedro,Portugal,Braga,Portugal,1987-09-01,Attacking Midfield,Midfield,right,180,,500000,,null,https://img.a.transfermarkt.technology/portrait/header/210057-1510138335.jpg?lm=1,https://www.transfermarkt.co.uk/pedro/profil/spieler/210057,PO1,Gil Vicente FC
210120,Rafael,Oliveira,Rafael Oliveira,2013,2990,rafael-oliveira,Brazil,Ananindeua,Brazil,1987-07-06,Centre-Forward,Attack,right,187,,300000,,null,https://img.a.transfermarkt.technology/portrait/header/s_210120_6347_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/rafael-oliveira/profil/spieler/210120,PO1,null
210155,Nico,Baleani,Nico Baleani,2012,237,nico-baleani,Spain,Palma de Mallorca,Spain,1992-11-16,Central Midfield,Midfield,right,177,,250000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/nico-baleani/profil/spieler/210155,ES1,RCD Mallorca
211734,Artem,Filimonov,Artem Filimonov,2016,6992,artem-filimonov,Ukraine,Rivne,Ukraine,1994-02-21,Defensive Midfield,Midfield,left,180,,700000,,ICG 1983 est.,https://img.a.transfermarkt.technology/portrait/header/211734-1548011992.png?lm=1,https://www.transfermarkt.co.uk/artem-filimonov/profil/spieler/211734,UKR1,Chornomorets Odessa
212258,Yuriy,Bavin,Yuriy Bavin,2020,41201,yuriy-bavin,Russia,"Slautnoe, Kamchatka Region",Russia,1994-02-05,Central Midfield,Midfield,left,172,400000,900000,2023-06-30 00:00:00,prosm,https://img.a.transfermarkt.technology/portrait/header/212258-1616513615.png?lm=1,https://www.transfermarkt.co.uk/yuriy-bavin/profil/spieler/212258,RU1,null
212574,Jordy,Peffer,Jordy Peffer,2016,354,jordy-peffer,null,null,Belgium,1996-11-04,Centre-Forward,Attack,,183,,200000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/212574-1484751653.jpg?lm=1,https://www.transfermarkt.co.uk/jordy-peffer/profil/spieler/212574,BE1,KV Mechelen
212862,Álex,Remiro,Álex Remiro,2022,681,alex-remiro,Spain,Cascante,Spain,1995-03-24,Goalkeeper,Goalkeeper,right,191,25000000,25000000,2027-06-30 00:00:00,Feel Winner,https://img.a.transfermarkt.technology/portrait/header/212862-1653038412.jpg?lm=1,https://www.transfermarkt.co.uk/alex-remiro/profil/spieler/212862,ES1,Real Sociedad
212923,,Paulinho,Paulinho,2019,7378,paulinho,Brazil,Ceilândia,Brazil,1994-07-10,Attacking Midfield,Midfield,left,166,1600000,4000000,2023-12-31 00:00:00,"Mallorca Viva, S.L.",https://img.a.transfermarkt.technology/portrait/header/212923-1510157592.jpg?lm=1,https://www.transfermarkt.co.uk/paulinho/profil/spieler/212923,PO1,Portimonense SC
212937,Alexy,Bosetti,Alexy Bosetti,2016,417,alexy-bosetti,France,Nice,France,1993-04-23,Centre-Forward,Attack,right,172,450000,3000000,2024-06-30 00:00:00,One Team Football ,https://img.a.transfermarkt.technology/portrait/header/212937-1662835740.png?lm=1,https://www.transfermarkt.co.uk/alexy-bosetti/profil/spieler/212937,FR1,OGC Nice
213022,Caolan,McAleer,Caolan McAleer,2013,2760,caolan-mcaleer,Northern Ireland,Strabane,Northern Ireland,1993-08-19,Right Winger,Attack,right,,,75000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/caolan-mcaleer/profil/spieler/213022,SC1,null
213322,Idriz,Toskic,Idriz Toskic,2013,862,idriz-toskic,Italy,Molfetta,Montenegro,1995-10-12,Central Midfield,Midfield,right,177,25000,150000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/213322-1663022551.jpg?lm=1,https://www.transfermarkt.co.uk/idriz-toskic/profil/spieler/213322,IT1,null
213555,Zymer,Bytyqi,Zymer Bytyqi,2022,683,zymer-bytyqi,Belgium,Sint-Truiden,Kosovo,1996-09-11,Left Winger,Attack,right,176,5000000,5500000,,null,https://img.a.transfermarkt.technology/portrait/header/213555-1665567048.jpg?lm=1,https://www.transfermarkt.co.uk/zymer-bytyqi/profil/spieler/213555,GR1,Olympiacos Piraeus
214231,Babacar,Diop,Babacar Diop,2013,3205,babacar-diop,Senegal,Dakar,Senegal,1993-10-21,Centre-Forward,Attack,right,190,,200000,2023-05-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/214231-1567797384.jpeg?lm=1,https://www.transfermarkt.co.uk/babacar-diop/profil/spieler/214231,TR1,Kayserispor
214251,Aleksandr,Kalyashin,Aleksandr Kalyashin,2015,121,aleksandr-kalyashin,Russia,"Svobodny, Amur Region",Russia,1995-01-24,Centre-Back,Defender,left,182,100000,300000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/214251-1678526224.png?lm=1,https://www.transfermarkt.co.uk/aleksandr-kalyashin/profil/spieler/214251,RU1,Dynamo Moscow
214257,Elmir,Nabiullin,Elmir Nabiullin,2021,3719,elmir-nabiullin,Russia,Kazan,Russia,1995-03-08,Left-Back,Defender,left,174,800000,5000000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/214257-1628411023.png?lm=1,https://www.transfermarkt.co.uk/elmir-nabiullin/profil/spieler/214257,RU1,FK Khimki
214316,Luciano,Vietto,Luciano Vietto,2020,336,luciano-vietto,Argentina,Balnearía,Argentina,1993-12-05,Attacking Midfield,Midfield,right,173,2800000,20000000,2023-06-30 00:00:00,Eleven Talent Group,https://img.a.transfermarkt.technology/portrait/header/214316-1681407579.jpg?lm=1,https://www.transfermarkt.co.uk/luciano-vietto/profil/spieler/214316,PO1,Sporting CP
215095,Robert,van Koesveld,Robert van Koesveld,2015,306,robert-van-koesveld,Netherlands,Den Haag,Netherlands,1995-01-24,Centre-Back,Defender,left,184,,150000,2023-06-30 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/215095-1447857102.jpg?lm=1,https://www.transfermarkt.co.uk/robert-van-koesveld/profil/spieler/215095,NL1,SC Heerenveen
215114,Thomas,Foket,Thomas Foket,2022,1421,thomas-foket,Belgium,Brussel,Belgium,1994-09-25,Right-Back,Defender,right,177,4500000,6000000,2025-06-30 00:00:00,Quadrans,https://img.a.transfermarkt.technology/portrait/header/215114-1639672934.png?lm=1,https://www.transfermarkt.co.uk/thomas-foket/profil/spieler/215114,FR1,Stade Reims
215616,Erick,Pulgar,Erick Pulgar,2021,430,erick-pulgar,Chile,Antofagasta,Chile,1994-01-15,Defensive Midfield,Midfield,right,187,5000000,15000000,2025-12-31 00:00:00,Fernando Felicevich,https://img.a.transfermarkt.technology/portrait/header/215616-1643971374.png?lm=1,https://www.transfermarkt.co.uk/erick-pulgar/profil/spieler/215616,IT1,ACF Fiorentina
215649,Mirko,Maric,Mirko Maric,2022,2919,mirko-maric,Bosnia-Herzegovina,Mostar,Croatia,1995-05-16,Centre-Forward,Attack,left,188,1000000,4500000,2025-06-30 00:00:00,VPA Sports,https://img.a.transfermarkt.technology/portrait/header/215649-1661764396.jpg?lm=1,https://www.transfermarkt.co.uk/mirko-maric/profil/spieler/215649,IT1,AC Monza
215679,Georges-Kevin,N'Koudou,Georges-Kevin N'Koudou,2022,114,georges-kevin-nkoudou,France,Versailles,Cameroon,1995-02-13,Left Winger,Attack,right,172,4200000,8000000,2023-06-30 00:00:00,Sport Cover,https://img.a.transfermarkt.technology/portrait/header/215679-1667044766.png?lm=1,https://www.transfermarkt.co.uk/georges-kevin-nkoudou/profil/spieler/215679,TR1,Besiktas JK
215864,Mijat,Gacinovic,Mijat Gacinovic,2022,2441,mijat-gacinovic,Yugoslavia (Republic),Novi Sad,Serbia,1995-02-08,Attacking Midfield,Midfield,right,175,3000000,11000000,2026-06-30 00:00:00,Soccer Mondial AG,https://img.a.transfermarkt.technology/portrait/header/215864-1533115152.jpg?lm=1,https://www.transfermarkt.co.uk/mijat-gacinovic/profil/spieler/215864,GR1,AEK Athens
216118,,Eduardo Henrique,Eduardo Henrique,2022,336,eduardo-henrique,Brazil,Limeira,Brazil,1995-05-17,Defensive Midfield,Midfield,right,186,1500000,3000000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/216118-1548346727.jpg?lm=1,https://www.transfermarkt.co.uk/eduardo-henrique/profil/spieler/216118,PO1,Sporting CP
216181,Almamy,Touré,Almamy Touré,2022,24,almamy-toure,Mali,Bamako,Mali,1996-04-28,Centre-Back,Defender,right,183,2500000,8000000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/216181-1663065911.jpg?lm=1,https://www.transfermarkt.co.uk/almamy-toure/profil/spieler/216181,L1,Eintracht Frankfurt
216872,Francesco,Zampano,Francesco Zampano,2018,8970,francesco-zampano,Italy,Genova,Italy,1993-09-30,Right-Back,Defender,right,177,800000,2500000,2025-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/216872-1632540389.jpg?lm=1,https://www.transfermarkt.co.uk/francesco-zampano/profil/spieler/216872,IT1,null
218140,George,Honeyman,George Honeyman,2016,289,george-honeyman,England,Prudhoe,England,1994-09-08,Attacking Midfield,Midfield,right,173,1200000,1500000,,FFP,https://img.a.transfermarkt.technology/portrait/header/218140-1566810022.jpg?lm=1,https://www.transfermarkt.co.uk/george-honeyman/profil/spieler/218140,GB1,null
218195,Aidi,Fulangxisi,Aidi Fulangxisi,2017,2503,aidi-fulangxisi,China,Shanghai,China,1990-12-17,Left-Back,Defender,right,180,100000,200000,2024-12-31 00:00:00,JC SPORTS,https://img.a.transfermarkt.technology/portrait/header/218195-1510677970.jpg?lm=1,https://www.transfermarkt.co.uk/aidi-fulangxisi/profil/spieler/218195,PO1,Boavista FC
218299,Jan,Kliment,Jan Kliment,2017,206,jan-kliment,Czech Republic,Jihlava,Czech Republic,1993-09-01,Centre-Forward,Attack,right,185,800000,1000000,2024-06-30 00:00:00,Nehoda Sport,https://img.a.transfermarkt.technology/portrait/header/218299-1470668746.jpg?lm=1,https://www.transfermarkt.co.uk/jan-kliment/profil/spieler/218299,DK1,Bröndby IF
218353,,Sassá,Sassá,2020,1301,sassa,Brazil,Rio de Janeiro,Brazil,1994-01-11,Centre-Forward,Attack,right,174,300000,3000000,,Grupo Empenho,https://img.a.transfermarkt.technology/portrait/header/218353-1542015791.jpg?lm=1,https://www.transfermarkt.co.uk/sassa/profil/spieler/218353,PO1,CS Marítimo
218355,Conor,Grant,Conor Grant,2015,29,conor-grant,England,Liverpool,England,1995-04-18,Central Midfield,Midfield,left,176,300000,450000,2023-06-30 00:00:00,ASC,https://img.a.transfermarkt.technology/portrait/header/218355-1649404993.jpg?lm=1,https://www.transfermarkt.co.uk/conor-grant/profil/spieler/218355,GB1,Everton FC
220650,Vladimir,Iljin,Vladimir Iljin,2022,3725,vladimir-iljin,Russia,St. Petersburg,Russia,1992-05-20,Centre-Forward,Attack,right,187,800000,2200000,2024-06-30 00:00:00,ProStar,https://img.a.transfermarkt.technology/portrait/header/220650-1605979164.png?lm=1,https://www.transfermarkt.co.uk/vladimir-iljin/profil/spieler/220650,RU1,Akhmat Grozny
220793,Douglas,Santos,Douglas Santos,2022,964,douglas-santos,Brazil,João Pessoa,Brazil,1994-03-22,Left-Back,Defender,left,175,16000000,16000000,2026-06-30 00:00:00,TFM Agency,https://img.a.transfermarkt.technology/portrait/header/220793-1602270754.png?lm=1,https://www.transfermarkt.co.uk/douglas-santos/profil/spieler/220793,RU1,Zenit St. Petersburg
221267,Bugra,Cagiran,Bugra Cagiran,2021,19789,bugra-cagiran,Turkey,Gümüshane,Turkey,1995-01-01,Defensive Midfield,Midfield,right,178,200000,650000,2023-06-30 00:00:00,TuncayMaldan,https://img.a.transfermarkt.technology/portrait/header/221267-1629972768.png?lm=1,https://www.transfermarkt.co.uk/bugra-cagiran/profil/spieler/221267,TR1,null
221799,,Reginaldo,Reginaldo,2014,982,reginaldo,Mozambique,Quelimane,Mozambique,1990-06-04,Centre-Forward,Attack,right,182,50000,600000,,null,https://img.a.transfermarkt.technology/portrait/header/221799-1583688573.png?lm=1,https://www.transfermarkt.co.uk/reginaldo/profil/spieler/221799,PO1,null
221958,Roman,Yaremchuk,Roman Yaremchuk,2022,2282,roman-yaremchuk,Ukraine,Lviv,Ukraine,1995-11-27,Centre-Forward,Attack,right,191,9000000,17500000,2026-06-30 00:00:00,Vision Foot,https://img.a.transfermarkt.technology/portrait/header/221958-1604923720.jpg?lm=1,https://www.transfermarkt.co.uk/roman-yaremchuk/profil/spieler/221958,BE1,Club Brugge KV
222876,Arbër,Zeneli,Arbër Zeneli,2022,1421,arber-zeneli,Sweden,Falun,Kosovo,1995-02-25,Left Winger,Attack,right,176,4000000,6000000,2025-06-30 00:00:00,Soccer11,https://img.a.transfermarkt.technology/portrait/header/222876-1639684166.png?lm=1,https://www.transfermarkt.co.uk/arber-zeneli/profil/spieler/222876,FR1,Stade Reims
223725,,Munir El Haddadi,Munir El Haddadi,2022,3709,munir-el-haddadi,Spain,El Escorial,Morocco,1995-09-01,Centre-Forward,Attack,left,175,4000000,12000000,2023-06-30 00:00:00,Feel Winner,https://img.a.transfermarkt.technology/portrait/header/223725-1499759927.jpg?lm=1,https://www.transfermarkt.co.uk/munir-el-haddadi/profil/spieler/223725,ES1,Getafe CF
